News,sentiment,label
"gold investment demand jumps world-wide, but overall demand drops",1,positive
"gold tops rs 31,000-level after 29 months",1,positive
gold ends week 1.1% lower after jobs report,0,negative
"Gold settles higher, but logs 7th straight weekly drop",1,positive
gold turns lower and oil futures add to losses,0,negative
"gold gains on falling stock prices, soft u.s. data",1,positive
gold prices hold sharp gain after consumer-sentiment reading,1,positive
"Gold crashes below Rs 25,000 in futures trade",0,negative
Gold prices hold nearly steady in Asia ahead of key U.S. jobs report,,neutral
"Gold gains as Ukraine tensions heat up, shrugs off U.S. data",1,positive
april gold falls $3.50 to $549.80/oz in morning trading,0,negative
"august gold at $1,252.60/oz, up from the $1,249.40 comex settlement",1,positive
"gold prices steady, eyes on us midterm elections",,neutral
"Gold prices touch new high of Rs 31,300",1,positive
"June gold settles at $1,218.90/oz, up $2.80, or 0.2%",1,positive
june gold up $5 at $681.50/oz in ny,1,positive
"Gold for December delivery off 0.2% at $1,292.2",0,negative
"gold prices rebound from 20 month low on fresh buying, global cues",1,positive
"gold, silver down on mild profit-taking",0,negative
"dec gold up $3.20, closes at a 6-mo high of $424.80",1,positive
"Gold Rate Today: Gold, silver lacklustre on low demand",0,negative
gold futures tap one-week high,1,positive
feb. gold ends down $3.90 at $803.70 an ounce on nymex,0,negative
gold futures close above $442 at one-week high,1,positive
"april gold up $10.50, or 0.7%, at $1,606.20/oz",1,positive
gold eases off highs but stays stable on portugal bank concerns,0,negative
"December gold gains $13, or 1%, to settle at $1,372.60/oz.",1,positive
copper and silver: every bit as bright as gold,1,positive
"gold adds to losses, off 3.2% at $1,618.59/oz",0,negative
gold prices edge higher on weaker dollar,1,positive
gold futures up $8.60 at $904.00 an ounce,1,positive
"gold ends down $1.60, or 0.2%, at $976.10 an ounce",0,negative
"gold price seen averaging $1,770 in q4: gfms",,neutral
strike shuts down world's largest gold mine,0,negative
"Gold futures down at Rs 27,620 per 10 gm",0,negative
"Gold futures fall to Rs 31,323 on weak global cues",0,negative
"Dec. gold settles at $1,346.20/oz for the session, down $11, or 0.8%",0,negative
"December gold down 0.4% at $1,267/oz.",0,negative
"Gold extends early, modest losses after economic data, off $2.30, or 0.2%, at $1,197.60/oz.",0,negative
Gold settles at three-week low as Fed interest-rate hike lifts the dollar,0,negative
gold steady as dollar eases after u.s.-eu trade talks,,neutral
dec gold climbs to a 7-week high above $448/oz,1,positive
gold etfs up in early action,1,positive
Gold eases on investment selling,1,positive
"Prices for gold climb, oil gains more ground after Fed's interest-rate decision",1,positive
"gold, silver decline on profit-selling",0,negative
"december gold sheds $5.10, or 0.5%, to settle at $1,085.60 an ounce",1,positive
Gold prices to trade sideways today: Angel Commodities,,neutral
gold prices climbs for a sixth day,1,positive
Gold rallies to highest finish in two weeks,1,positive
Gold falls on heavy selling; silver spurts on fresh demand,0,negative
"Gold futures fall to Rs 28,178 on weak global cues",0,negative
Gold surges Rs 80 in futures trade on global cues,1,positive
feb. gold down $1.80 at $628/oz in afternoon trading,0,negative
"gold rate today: gold, silver up in morning trade",1,positive
gold futures ends the week 3% lower,0,negative
Gold settles lower as dollar taps 8-month high,0,negative
"Gold futures jump to Rs 31,922 per 10 gm",1,positive
Gold prices mark lowest settlement since early August,0,negative
Gold extends gain after ADP private-sector payrolls data,1,positive
Gold slightly pares gains after jobless-claims report,1,positive
"gold ends with modest gain, then falls under $1,300 in electronic trade after fed decision",1,positive
"gold prices extend gains, importers wary",1,positive
Gold drops to lowest finish since early August as dollar rallies to 3-month high,0,negative
"gold turns positive, trades at $1,231.40 an ounce",1,positive
"June gold futures up $11.50, or 0.9%, to $1,264.80 an ounce",1,positive
"June gold ends at $1,224.20/oz, up $5.30, or 0.4%",1,positive
Gold prices to trade sideways today: Angel Commodities,,neutral
oil down 9.2%; gold gains 1.3% on week,1,positive
"gold futures end up for the day, down for the week",1,positive
Gold futures end at highest level since Sept. 9 ahead of FOMC decision,1,positive
gold jumps more than $10 as draghi boosts euro,1,positive
"Dec. gold drops $10.70, or 0.8%, to settle at $1,279.70/oz",0,negative
april gold futures close at highest level since feb. 9,1,positive
Gold gains as dollar weakens ahead of Fed policy meeting minutes,1,positive
feb gold falls $1.60 to $425/oz in afternoon dealings,0,negative
gold futures edge lower as europe worries fade,0,negative
april gold down $4.90 to $915.10 an ounce on nymex,0,negative
gold gain after biggest 3-day drop spur investor concern,1,positive
gold logs lowest finish in a month-adds to drop as fed points to rate hikes,0,negative
"oil, gold pare gains after april ism factory index",1,positive
"Gold, silver decline further on global cues",0,negative
gold futures prices top $280 an ounce,1,positive
"gold ends below $1,200, down four straight sessions",0,negative
spot gold trading at $420.50 in asia,1,positive
"Gold rises to Rs 32,180; silver jumps by Rs 100/kg",1,positive
Gold ends higher as economic data raise uncertainty for interest-rate hike,1,positive
comex gold settles at a nearly three-week high,1,positive
"December gold trades 0.1% lower at $1,275.80/oz.",0,negative
Gold Prices Turn Lower as Sentiment Remains Supported,1,positive
gold prices top $540 in afternoon dealings,1,positive
Gold miner ETF rises as futures look at highest settlement in 3 months,1,positive
"Gold slips on sluggish demand, weak global cues",0,negative
"Commodity outlook: Gold may see low-level buying, crude to stabilise",0,negative
"Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz",0,negative
Gold futures finish with a 5% loss for the week,0,negative
"gold steady on greek crisis, us growth concerns",,neutral
MCX GOLD Dec contract down marginally,0,negative
gold prices dip in asia with many markets shut for may 1 holiday,0,negative
"gold prices up by rs 125 to regain rs 30,000 level",1,positive
"gold, silver pull back from their more than two-decade highs",0,negative
"oil, gold lower on saudi hints of opec production hike",0,negative
"gold reverses gains, down 0.1% to $995.40 an ounce",0,negative
"gold up by rs 80 on global cues, silver rises by rs 750",1,positive
gold prices gain slightly in asia as us tax cuts hit slight snag,1,positive
gold gains for third session as stocks wobble,1,positive
"dec. gold down 40 cents at $1,419.80/oz",0,negative
MCX GOLDGUINEA Dec contract gains,1,positive
"April gold settles at $1,250/oz, down $3.90, or 0.3%",0,negative
"dec. gold climbs $4.10 to $1,326.70/oz on globex",1,positive
dec gold rises above $475/oz for the first time in a week,1,positive
gold trades flat; traders seek price direction,,neutral
"gold futures pare loss; down $1.30 at $1,364.20",0,negative
"Dec. gold drops $21.60, or 1.6%, to settle at $1,294.80/oz",0,negative
"Dec. gold falls $4.90, or 0.4%, to settle at $1,274.50/oz",0,negative
"gold slides by rs 120 on global cues, fall in demand",0,negative
"april gold settles at $1,196.20/oz, down $4.70, or 0.4%, on comex",0,negative
"gold ends 1.6% lower at $1,515.30 an ounce",0,negative
"gold drops more than 4%, falls below $1,800",0,negative
"Gold slips further, silver eases",0,negative
"gold slips, pressured by dollar gains",0,negative
Gold futures recover Rs 44 on fresh positions,1,positive
gold sheds early gains as dollar rises,1,positive
Expect Gold to trade sideways: Sushil Finance,,neutral
"Gold recaptures Rs 29,000-mark; silver climbs to Rs 38,500",1,positive
"gold edges up, but stuck in tight range",1,positive
"Dec. gold drops $21.90, or 1.8%, to settle at $1,189.30/oz",0,negative
"february gold settles $15.60, or 1.5%, higher at $1,080.60/oz",1,positive
gold heads modestly lower less than an hour ahead of comex settlement,0,negative
Gold inches up but lingers near 3-week low on Fed rate views,1,positive
"Dec. gold settles at $1,327.10/oz, up $1.20, or less than 0.1%",1,positive
gold futures end lower for a fourth straight session,0,negative
mcx goldm october contract trades lower,0,negative
"g20 summit - key takeaways & potential impact on dollar, gold, and stock markets",1,positive
mcx goldm august contract trades higher,1,positive
"gold futures fall, but gain almost 11% year to date",1,positive
feb gold down 60c at $422.70/oz in afternoon dealings,0,negative
"metal mania: silver scales new peak of rs 14,375, gold follows",1,positive
"gold up by rs 160, sliver by rs 700 on fresh procurement",1,positive
"December gold up 0.6% at $1,290.60/oz.",1,positive
gold languishes near seven-month low on fed worries,0,negative
Gold snaps 3-session win streak,0,negative
Gold gains on safe-haven demand as Iraqi unrest escalates,1,positive
"silver dips further on global fall, gold eases",0,negative
MCX gold gains bullish momentum,1,positive
"correct: feb. gold down $3.60, ends at 2-wk low of $626.20",0,negative
Gold finishes higher after posting declines in the last 3 sessions,1,positive
Gold futures drop to a 1-month low as Yellen watch continues,0,negative
gold falls as investors cut etf holdings on stimulus outlook,0,negative
"feb. gold settles at $1,331.90/oz on comex, down $1.20, or nearly 0.1%",0,negative
"spot gold hits record $1,318.40/oz in europe trade",1,positive
"dec. gold falls $6.20, or 0.5%, to settle at $1,133.60/oz on comex",0,negative
"Gold futures log lowest finish since June, down 1.8% for the week",0,negative
gold prices ease despite slightly weaker dollar,1,positive
"gold losses mount: off 2% at $1,822.30/oz.",0,negative
India gold rises 1%; festivals prop up demand,1,positive
gold prices down in asia on monday as dollar gains,0,negative
gold futures slip on profit-booking by speculators,0,negative
"Dec. gold gains 60 cents, or less than 0.1%, to $1,288.40/oz",1,positive
gold futures up 0.11% on global cues,1,positive
"august gold turns lower again, down $1.10 to $652/oz",0,negative
"Gold futures up at Rs 31,226 per 10 grams",1,positive
"gold, silver extend rebound, settle higher",1,positive
"june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex",0,negative
Gold futures log highest settlement since Nov. 10,1,positive
gold falls as dollar rebounds vs. most rivals,0,negative
Gold slips to two-week low as rising bond yields support dollar,0,negative
"gold tallies back-to-back gains, and claws out from 5-week low",1,positive
"gold climbs rs 200 on global cues, silver regains rs 40k-mark",1,positive
Gold remains slightly lower after economic data,0,negative
dec. gold falls 50 cents to $636.80/oz in afternoon trading,0,negative
"gold overlooked, ignored & shunned, despite a great technical picture & upside potential",1,positive
"spot gold quoted at $442, down 10 cents from new york",0,negative
bearish on gold; see support at &#36;1600/ounce: barratt,1,positive
june gold settles up $10.20 at $689.90/ounce on nymex,1,positive
Gold prices suffer first weekly loss in a month,0,negative
